,地方番号,品種名,品種名（かな）,分類:水陸,分類:粳糯,系統番号,育成開始年,配布開始年,農林登録番号,農林登録年,命名年,育成地,交配組合せ
8090,"陸稲西海糯31号
 
",ミナミハタモチ,みなみはたもち,陸稲,糯,,1939,1947,陸稲農林糯34号,1952,1952,　　農林水産省　鹿児島農事改良実験所鹿屋試験地,陸稲農林糯6号/陸稲農林糯1号
8091,"山陰1号
",,,水稲,粳,,1919,1930,,,,島根県　県立農事試験場,晩33号/大場早
8092,"山陰2号
",,,水稲,粳,,1919,1930,,,,島根県　県立農事試験場,晩33号/大場早
8093,"山陰3号
",,,水稲,粳,,1919,1931,,,,島根県　県立農事試験場,無芒愛国/早生神力
8094,"山陰4号
",,,水稲,粳,,1923,1931,,,,島根県　県立農事試験場,撰一/竹成
8095,"山陰5号
",,,水稲,粳,,1923,1933,,,,島根県　県立農事試験場,撰一/竹成
8096,"山陰6号
",,,水稲,粳,,1927,1933,,,,島根県　県立農事試験場,旭/亀の尾
8097,"山陰7号
",,,水稲,粳,,1927,1933,,,,島根県　県立農事試験場,F8-6/撰一
8098,"山陰8号
",,,水稲,粳,,1927,1933,,,,島根県　県立農事試験場,F8-6/撰一
8099,"山陰9号
 
",農林10号,のうりん10ごう,水稲,粳,,1927,1934,水稲農林10号,1937,1937,島根県　県立農事試験場,伊勢穂/改良大場
8100,"山陰10号
 
",農林13号,のうりん13ごう,水稲,粳,,1928,1935,水稲農林13号,1939,1939,島根県　県立農事試験場,銀坊主/丹後中稲
8101,"山陰11号
",,,水稲,粳,,1928,1935,,,,島根県　県立農事試験場,F8-6/撰一
8102,"山陰12号
",,,水稲,粳,,1928,1935,,,,島根県　県立農事試験場,刈羽神種/早生栄光
8103,"山陰13号
",,,水稲,粳,,1927,1936,,,,島根県　県立農事試験場,旭1号/常豊
8104,"山陰14号
",,,水稲,粳,,1931,1939,,,,島根県　県立農事試験場,名倉穂26号/銀坊主中生
8105,"山陰15号
",,,水稲,粳,,1930,1939,,,,島根県　県立農事試験場,朝日/昭和早生
8106,"山陰16号
",,,水稲,粳,,1929,1939,,,,島根県　県立農事試験場,中19号/丹後中稲
8107,"山陰17号
 
",山陰17号,さんいん17ごう,水稲,粳,,1933,1940,,1944,1944,島根県　県立農事試験場,近畿9号/銀坊主埼1号
8108,"山陰18号
",,,水稲,粳,,1933,1940,,,,島根県　県立農事試験場,近畿9号/早生旭
8109,"山陰19号
",,,水稲,粳,,1933,1940,,,,島根県　県立農事試験場,近畿6号/近畿9号
8110,"山陰20号
",,,水稲,粳,,1931,1940,,,,島根県　県立農事試験場,早生朝日/亀治1号
8111,"山陰21号
",,,水稲,粳,,1935,1941,,,,島根県　県立農事試験場,陸羽132号/近畿9号
8112,"山陰22号
 
",農林38号,のうりん38ごう,水稲,粳,,1934,1941,水稲農林38号,1948,1948,　　農林水産省　出雲農事改良実験所,初光/近畿9号
8113,"山陰23号
",,,水稲,粳,,1935,1941,,,,島根県　県立農事試験場,近畿15号/近畿9号
8114,"山陰24号
",,,水稲,粳,,1934,1941,,,,島根県　県立農事試験場,朝日/近畿9号
8115,"山陰糯25号
",,,水稲,糯,,1933,1941,,,,島根県　県立農事試験場,七面鳥糯/銀坊主
8116,"山陰糯26号
 
",農林糯45号,うりん45ごう,水稲,糯,,1934,1941,水稲農林糯45号,1949,1949,　　農林水産省　出雲農事改良実験所,七面鳥糯/改良二重糯
8117,"山陰27号
 
",農林30号,のうりん30ごう,水稲,粳,,1935,1942,水稲農林30号,1946,1946,島根県　県農事試験場,陸羽132号/近畿9号
8118,"山陰糯28号
",,,水稲,糯,,1933,1942,,,,島根県　県立農事試験場,七面鳥糯/銀坊主
8119,"山陰29号
",,,水稲,粳,,1937,1943,,,,島根県　県立農事試験場,農林8号/改良愛国
8120,"山陰30号
",,,水稲,粳,,1937,1943,,,,島根県　県立農事試験場,山陰10号/農林8号
8121,"山陰31号
 
",農林31号,のうりん31ごう,水稲,粳,,1937,1943,水稲農林31号,1947,1947,島根県　県立農事試験場,山陰10号/農林8号
8122,"山陰32号
",,,水稲,粳,,1937,1944,,,,島根県　県立農事試験場,光/銀坊主中生
8123,"山陰33号
",,,水稲,粳,,1936,1944,,,,島根県　県立農事試験場,山陰10号/農林4号
8124,"山陰34号
 
",農林44号,のうりん44ごう,水稲,粳,鴻雑B1772,1938,1944,水稲農林44号,1949,1949,　　農林水産省　出雲農事改良実験所,農林8号/農林6号
8125,"山陰35号
",,,水稲,粳,,1939,1945,,,,島根県　県立農事試験場,農林8号/丹後中稲
8126,"山陰36号
",,,水稲,粳,,1937,1945,,,,島根県　県立農事試験場,山陰10号/農林8号
8127,"山陰糯37号
",,,水稲,糯,,1939,1945,,,,島根県　県立農事試験場,双葉/早生桜糯
8128,"山陰38号
",,,水稲,粳,,1940,1946,,,,島根県　県立農事試験場,農林8号/早生銀坊主
8129,"山陰39号
",,,水稲,粳,,1940,1946,,,,島根県　県立農事試験場,農林8号/早生銀坊主
8130,"山陰40号
 
",コシホナミ,こしほなみ,水稲,粳,,1941,1947,水稲農林71号,1952,1952,島根県　県立農事試験場,旭撰/東山38号
8131,"山陰41号
 
",ミホニシキ,みほにしき,水稲,粳,,1939,1947,水稲農林68号,1951,1951,　　農林水産省　出雲農事改良実験所,農林12号/愛知旭
8132,"山陰42号
",,,水稲,粳,,1941,1948,,,,　　農林水産省　出雲農事改良実験所,東山38号/銀坊主中生
8133,"山陰43号
",,,水稲,粳,,1941,1948,,,,　　農林水産省　出雲農事改良実験所,旭撰/東山38号
8134,"山陰44号
 
",フクミノリ,ふくみのり,水稲,粳,,1941,1948,水稲農林101号,1956,1956,島根県　県農事試験場,旭撰/東山38号
8135,"山陰45号
",,,水稲,粳,,1941,1948,,,,　　農林水産省　出雲農事改良実験所,東山38号/銀坊主中生
8136,"山陰46号
 
",,,水稲,粳,,1941,1948,,,,　　農林水産省　出雲農事改良実験所,農林23号/農林22号
8137,"山陰47号
 
",ヤエホ,やえほ,水稲,粳,,1941,1948,水稲農林88号,1955,1955,島根県　県農事試験場,近畿35号/近畿34号
8138,"山陰48号
 
",チクマ,ちくま,水稲,粳,,1941,1949,水稲農林86号,1954,1954,島根県　県立農事試験場,東山38号/銀坊主中生
8139,"山陰49号
",,,水稲,粳,,1941,1949,,,,　　農林水産省　出雲農事改良実験所,愛知旭/近畿35号
8140,"山陰50号
",,,水稲,粳,鴻雑C6096,1943,1950,,,,　　農林水産省　出雲農事改良実験所,近畿34号/農林10号
8141,"山陰51号
",,,水稲,粳,中系658,1943,1950,,,,　　農林水産省　出雲農事改良実験所,山陰23号/近畿34号
8142,"山陰52号
 
",オクマサリ,おくまさり,水稲,粳,雲系88,1947,1952,水稲農林108号,1958,1958,島根県　県農事試験場,農林29号/農林8号
8143,"山陰53号
 
",セトホナミ,せとほなみ,水稲,粳,雲系21,1947,1952,水稲農林128号,1960,1960,島根県　県農事試験場,早生朝日/双葉
8144,"山陰54号
 
",,,水稲,粳,雲系292,,1953,,,,島根県　県立農事試験場,農林22号/農林29号
8145,"山陰55号
",,,水稲,粳,雲系261,,1953,,,,島根県　県立農事試験場,曲玉/農林23号
8146,"山陰56号
",,,水稲,粳,雲系343,,1954,,,,島根県　県立農事試験場,農林23号/農林29号
8147,"山陰57号
",,,水稲,粳,雲系456,,1954,,,,島根県　県立農事試験場,千本旭/農林23号
8148,"山陰58号
",,,水稲,粳,雲系351,,1956,,,,島根県　県農事試験場,農林23号/農林29号
8149,"山陰59号
",,,水稲,粳,雲系1151,,1956,,,,島根県　県農事試験場,北部2号/農林44号
8150,"山陰糯60号
 
",ヤシロモチ,やしろもち,水稲,糯,雲系989,1949,1958,水稲農林糯135号,1961,1961,島根県　県農事試験場,(陸稲/朝日*4)F4//早生桜糯
8151,"山陰61号
",,,水稲,粳,雲系1269,,1958,,,,島根県　県農事試験場,北部2号/農林23号
8152,"山陰62号
",,,水稲,粳,雲系29-20,,1958,,,,島根県　県農事試験場,農林44号/十石
8153,"山陰63号
",,,水稲,粳,雲系30-11,,1959,,,,島根県　県農事試験場,農林32号/№1
8154,"山陰64号
",,,水稲,粳,雲系31-22,,1960,,,,島根県　県農事試験場,綾錦/新石白
8155,"山陰65号
 
",クサナギ,くさなぎ,水稲,粳,雲系32-13,1954,1960,水稲農林160号,1964,1964,島根県　県農事試験場,農林37号/コシホナミ
8156,"山陰66号
 
",,,水稲,粳,雲系39-31A,,1960,,,,島根県　県農事試験場,八反流2号/農林44号
8157,"山陰67号
",,,水稲,粳,雲系31-28,,1961,,,,島根県　県農事試験場,綾錦/新石白
8158,"山陰68号
",,,水稲,粳,雲系32-32,,1961,,,,島根県　県農事試験場,東山38号/関東52号//東山38号
8159,"山陰69号
",,,水稲,粳,雲系33-54,,1961,,,,島根県　県農事試験場,農林37号/ミホニシキ
8160,"山陰70号
 
",ヤエガキ,やえがき,水稲,粳,雲系33-28,1955,1963,水稲農林178号,1966,1966,島根県　県農事試験場,農林29号/綾錦
8161,"山陰71号
",,,水稲,粳,雲系33-27,,1962,,,,島根県　県農事試験場,農林29号/綾錦
8162,"山陰72号
 
",クニヒカリ,くにひかり,水稲,粳,雲系35-29,1957,1963,水稲農林187号,1967,1967,島根県　県農事試験場,雲系1269/綾錦
8163,"山陰73号
",,,水稲,粳,R35-4,,1964,,,,島根県　県農事試験場,農林22号(ガンマ線照射による突然変異)
8164,"山陰74号
",,,水稲,粳,雲系36-13,,1965,,,,島根県　県農事試験場,力千本/山陰52号
8165,"山陰75号
",,,水稲,粳,雲系36-19,,1965,,,,島根県　県農事試験場,PiNo.3/フクミノリ
8166,"山陰76号
",,,水稲,粳,雲系36-69,,1965,,,,島根県　県農事試験場,農林18号/東山38号
8167,"山陰77号
",,,水稲,粳,雲系36-20,,1966,,,,島根県　県農事試験場,PiNo.3/フクミノリ
8168,"山陰78号
",,,水稲,粳,雲系38-31,,1966,,,,島根県　県農事試験場,フクミノリ/山陰61号
8169,"山陰79号
",,,水稲,粳,雲系36-23B,,1966,,,,島根県　県農事試験場,PiNo.3/フクミノリ
8170,"山陰80号
",,,水稲,粳,雲系38-7,,1967,,,,島根県　県農事試験場,東海13号/関東60号
8171,"山陰81号
",,,水稲,粳,雲系38-15,,1967,,,,島根県　県農事試験場,初穂波/山陰61号
8172,"山陰82号
",,,水稲,粳,雲系40-18,,1968,,,,島根県　県農事試験場,新7号/山陰61号
8173,"山陰糯83号
",,,水稲,糯,雲系40-29,,1968,,,,島根県　県農事試験場,山陰糯60号/山陰45号
8174,"山陰84号
",,,水稲,粳,雲系41-44,,1969,,,,島根県　県農事試験場,ナカセンゴク/フクミノリ
8175,"山陰85号
",,,水稲,粳,雲系41-41,,1969,,,,島根県　県農事試験場,北陸61号/西海62号
8176,"山陰86号
",,,水稲,粳,雲系42-67,,1969,,,,島根県　県農事試験場,幸風/近畿33号
